source_id,title,description,requirements,company_name,location,salary_range,is_dataset_job
156,Shipping Clerk,"Prepare and process shipments for delivery
Industry: Logistics",Attention to Detail Organization Time Management Communication Problem Solving,__DATASET__::Logistics,Unknown,Low paying,True
157,Receiving Clerk,"Process incoming shipments and inventory
Industry: Logistics",Attention to Detail Organization Physical Stamina Communication Problem Solving,__DATASET__::Logistics,Unknown,Low paying,True
158,Inventory Specialist,"Track and manage inventory levels and stock
Industry: Logistics",Attention to Detail Organization Analytical Thinking Problem Solving Communication,__DATASET__::Logistics,Unknown,Average paying,True
159,Procurement Specialist,"Purchase goods and services for organizations
Industry: Business Services",Negotiation Analytical Thinking Communication Relationship Building Decision Making,__DATASET__::Business Services,Unknown,Average paying,True
160,Logistics Coordinator,"Coordinate transportation and distribution of goods
Industry: Logistics",Organization Communication Problem Solving Time Management Analytical Thinking,__DATASET__::Logistics,Unknown,Average paying,True
161,Import Export Specialist,"Manage international trade and shipping documentation
Industry: International Trade",Attention to Detail Organization Communication Cultural Awareness Problem Solving,__DATASET__::International Trade,Unknown,Average paying,True
162,Customs Broker,"Facilitate customs clearance for international shipments
Industry: International Trade",Attention to Detail Communication Problem Solving Regulatory Knowledge Relationship Building,__DATASET__::International Trade,Unknown,Average paying,True
163,Air Traffic Controller,"Direct aircraft movement and ensure flight safety
Industry: Aviation",Attention to Detail Multitasking Communication Stress Management Decision Making,__DATASET__::Aviation,Unknown,High paying,True
164,Ship Captain,"Navigate and command ships and vessels
Industry: Maritime",Leadership Navigation Skills Decision Making Safety Awareness Communication,__DATASET__::Maritime,Unknown,High paying,True
165,Train Conductor,"Operate trains and ensure passenger safety
Industry: Transportation",Safety Awareness Communication Attention to Detail Responsibility Problem Solving,__DATASET__::Transportation,Unknown,Average paying,True
166,Bus Driver,"Transport passengers safely on scheduled routes
Industry: Transportation",Safety Awareness Customer Service Communication Patience Responsibility,__DATASET__::Transportation,Unknown,Low paying,True
167,Taxi Driver,"Provide transportation services to passengers
Industry: Transportation",Customer Service Communication Navigation Problem Solving Safety Awareness,__DATASET__::Transportation,Unknown,Low paying,True
168,Delivery Driver,"Deliver packages and goods to customers
Industry: Transportation",Time Management Customer Service Navigation Problem Solving Physical Stamina,__DATASET__::Transportation,Unknown,Low paying,True
169,Mail Carrier,"Deliver mail and packages to residential and business addresses
Industry: Postal Services",Physical Stamina Attention to Detail Customer Service Navigation Time Management,__DATASET__::Postal Services,Unknown,Average paying,True
170,Courier,"Provide fast delivery services for documents and packages
Industry: Transportation",Time Management Problem Solving Customer Service Navigation Physical Stamina,__DATASET__::Transportation,Unknown,Low paying,True
171,Moving Company Worker,"Pack and transport household and office items
Industry: Moving Services",Physical Stamina Teamwork Customer Service Problem Solving Organization,__DATASET__::Moving Services,Unknown,Low paying,True
172,Landscaping Crew Leader,"Supervise landscaping teams and coordinate projects
Industry: Landscaping",Leadership Communication Safety Awareness Physical Stamina Problem Solving,__DATASET__::Landscaping,Unknown,Average paying,True
173,Groundskeeper,"Maintain grounds and outdoor spaces for facilities
Industry: Landscaping",Physical Stamina Attention to Detail Environmental Awareness Safety Awareness Problem Solving,__DATASET__::Landscaping,Unknown,Low paying,True
174,Golf Course Maintenance,"Maintain golf courses and playing surfaces
Industry: Recreation",Attention to Detail Physical Stamina Environmental Awareness Equipment Operation Problem Solving,__DATASET__::Recreation,Unknown,Low paying,True
175,Pool Maintenance Technician,"Clean and maintain swimming pools and spas
Industry: Maintenance Services",Safety Awareness Attention to Detail Customer Service Problem Solving Chemical Knowledge,__DATASET__::Maintenance Services,Unknown,Low paying,True
176,Pest Control Technician,"Identify and eliminate pest infestations
Industry: Pest Control",Problem Solving Safety Awareness Customer Service Attention to Detail Environmental Awareness,__DATASET__::Pest Control,Unknown,Average paying,True
177,House Cleaner,"Provide residential cleaning services
Industry: Cleaning Services",Attention to Detail Time Management Physical Stamina Customer Service Reliability,__DATASET__::Cleaning Services,Unknown,Low paying,True
178,Window Cleaner,"Clean windows and glass surfaces on buildings
Industry: Cleaning Services",Safety Awareness Physical Fitness Attention to Detail Problem Solving Customer Service,__DATASET__::Cleaning Services,Unknown,Low paying,True
179,Crime Scene Investigator,"Collect and analyze evidence from crime scenes
Industry: Law Enforcement",Attention to Detail Analytical Thinking Problem Solving Communication Ethical Reasoning,__DATASET__::Law Enforcement,Unknown,High paying,True
180,Private Investigator,"Conduct investigations for legal and personal matters
Industry: Legal Services",Research Skills Problem Solving Communication Discretion Persistence,__DATASET__::Legal Services,Unknown,Average paying,True
181,Forensic Accountant,"Investigate financial crimes and fraud
Industry: Legal Services",Analytical Thinking Attention to Detail Problem Solving Ethical Reasoning Communication,__DATASET__::Legal Services,Unknown,High paying,True
182,Court Reporter,"Create written records of legal proceedings
Industry: Legal Services",Attention to Detail Listening Skills Accuracy Time Management Concentration,__DATASET__::Legal Services,Unknown,Average paying,True
183,Bailiff,"Maintain order in courtrooms and provide security
Industry: Legal Services",Communication Physical Fitness Authority Safety Awareness Conflict Resolution,__DATASET__::Legal Services,Unknown,Average paying,True
184,Process Server,"Deliver legal documents to individuals and businesses
Industry: Legal Services",Communication Persistence Problem Solving Navigation Customer Service,__DATASET__::Legal Services,Unknown,Low paying,True
185,Notary Public,"Verify identities and witness document signings
Industry: Legal Services",Attention to Detail Communication Ethical Reasoning Customer Service Organization,__DATASET__::Legal Services,Unknown,Low paying,True
186,Tax Preparer,"Prepare tax returns for individuals and businesses
Industry: Financial Services",Attention to Detail Mathematical Accuracy Customer Service Problem Solving Organization,__DATASET__::Financial Services,Unknown,Low paying,True
187,Bookkeeper,"Maintain financial records for small businesses
Industry: Financial Services",Attention to Detail Organization Mathematical Accuracy Communication Reliability,__DATASET__::Financial Services,Unknown,Average paying,True
188,Payroll Clerk,"Process employee payroll and maintain payroll records
Industry: Human Resources",Attention to Detail Mathematical Accuracy Discretion Organization Time Management,__DATASET__::Human Resources,Unknown,Average paying,True
189,Benefits Administrator,"Manage employee benefits programs and enrollment
Industry: Human Resources",Communication Organization Attention to Detail Customer Service Problem Solving,__DATASET__::Human Resources,Unknown,Average paying,True
190,Training Coordinator,"Develop and coordinate employee training programs
Industry: Human Resources",Communication Organization Presentation Skills Problem Solving Leadership,__DATASET__::Human Resources,Unknown,Average paying,True
191,Talent Acquisition Specialist,"Recruit and hire qualified candidates for positions
Industry: Human Resources",Communication Relationship Building Assessment Skills Persuasion Organization,__DATASET__::Human Resources,Unknown,Average paying,True
192,Compensation Analyst,"Analyze and develop compensation structures and policies
Industry: Human Resources",Analytical Thinking Mathematical Reasoning Research Skills Communication Attention to Detail,__DATASET__::Human Resources,Unknown,High paying,True
193,Employee Relations Specialist,"Handle employee concerns and workplace issues
Industry: Human Resources",Communication Conflict Resolution Problem Solving Discretion Empathy,__DATASET__::Human Resources,Unknown,Average paying,True
194,Safety Coordinator,"Develop and implement workplace safety programs
Industry: Safety & Compliance",Safety Awareness Communication Training Skills Problem Solving Leadership,__DATASET__::Safety & Compliance,Unknown,Average paying,True
195,Environmental Compliance Specialist,"Ensure compliance with environmental regulations
Industry: Environmental Services",Environmental Awareness Attention to Detail Communication Problem Solving Analytical Thinking,__DATASET__::Environmental Services,Unknown,Average paying,True
